Lot,Unit Number,Building,Stage,Level,Product Description,Bedrooms,Baths,Car Spaces,Internal Size,External Size,Aspect,Price,FloorUrl
1,TC03A101,A,3,1,2B-Adaptable,2,1,1,74.7,11.1,NW,"$553,000",https://s3-ap-southeast-2.amazonaws.com/restart-files/FLOOR+PLATES+-+BUILDING+A_L1.jpg
